,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22
MR,0.023063386966791662,0.023484927330413526,0.018888188448258826,0.010754470899658456,0.0169779951706159,0.00657035026549821,0.007389356807229878,0.01634939993174524,0.007076459750928515,0.008923954537385759,0.016785308881621906,0.01872059175558625,0.018732570676751294,0.002782289656985701,0.02581567686892659,0.008523955608121234,0.005025382847974243,0.0019096682382014497,0.0032319356698116584,0.001537567498592626,0.006259096050321059,0.006517335795905313
CR,0.027793341087155345,0.023612122808100895,0.01391914096197827,0.008443748134273517,0.015368249959699761,0.009673214429548415,0.006160835969968005,0.0069636815254510796,0.006759678883633303,0.015068647157461241,0.016529165279291765,0.01061953836073761,0.012088677632981885,0.009807083238915703,0.01603355699366985,0.007569565982435399,0.004393683690068686,0.003101380056715468,0.0038403908616477037,0.003215586501153906,0.004469618733710684,0.005213135027965579
SUBJ,0.023715317635682184,0.01448910245155096,0.005686587250122888,0.0201511201480655,0.017702996627988132,0.01186664526119896,0.012276462705020877,0.009794834100440929,0.006310457134598483,0.007506864109837961,0.005714313945550795,0.01175615202057951,0.009669652533000186,0.006463949578581826,0.008243203400678537,0.020563859191469414,0.006007339410203581,0.005819829952591204,0.007463645836899825,0.007589678318093644,0.0047181208019153814,0.00567505669050608
MPQA,0.07377069228385372,0.051167994706605005,0.030786492264528648,0.013348341349373833,0.0119039984511394,0.00909375439191074,0.03151393209587508,0.02447082967733062,0.010973484648068786,0.012066783219684293,0.009178176116718754,0.011887259279474396,0.009227288973677639,0.003866876570476307,0.006224016428070355,0.00666392157045506,0.0035957994278647772,0.0024669655875099263,0.0038896670760467838,0.004385208454452651,0.0016201565888551359,0.0014370848819899606
SST2,0.04000172633787828,0.05020504855544874,0.025322904018813593,0.023289628876616425,0.022741375760905784,0.036663035930928324,0.02528540615102927,0.012367776123013548,0.021592902312171817,0.02282555598574859,0.012640663387827857,0.005271157132242535,0.025683421414566948,0.019955658280520566,0.00825089516707922,0.0103956865174628,0.0029662533414756514,0.0013766779604206716,0.0025610586153210343,0.00264000685671172,0.005324963657259521,0.003154244966053984
TREC,0.022661380901807193,0.014703157003908195,0.013548289888638399,0.014136380937162723,0.012607600927708894,0.012001669337256266,0.011331617316048306,0.009985887417898284,0.006621055303726225,0.003609179632271433,0.009992922508742839,0.01872990070001694,0.01558274602416088,0.0071017627243056,0.008340283579595471,0.027179737623671613,0.01446886810578196,0.0017918812538360426,0.0016007438794074277,0.011546415404470569,0.015416823983533782,0.013537530978071666
MRPC,0.010134942973344552,0.011262260689235396,0.004055426852226401,0.006281977307605723,0.004183518784786969,0.005381312434679695,0.006657196202865773,0.010825548767663964,0.011305964366718178,0.004051854236132624,0.011897910985281732,0.0061713357178566275,0.006849946889481226,0.006868597597415505,0.016492823973843957,0.007308535292558809,0.006503126240251259,0.0023744240728987374,0.0024851174117995548,0.0008614887255276769,0.005578735658988513,0.005165138701650175
NLI,0.007550532594251626,0.01326313215561536,0.010713602000437661,0.0077038847020420515,0.005398199176312301,0.003102750585037588,0.0070760396591842065,0.004462325052926296,0.0063055508408850595,0.016758072482280614,0.007941683639889232,0.007828874391282185,0.015089588074195236,0.008876353375325937,0.007002913767450514,0.0036237174996797137,0.004982025339841559,0.004050465956333498,0.003299307184909806,0.0010261540766098175,0.004196085253650136,0.001504956875168155
