,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12
MR,0.005815496937503911,0.006016171329559759,0.006121144895702814,0.005545967672109983,0.005236755622674431,0.0034291841168871988,0.009987676393198851,0.02453784811089463,0.002428912721454737,0.006945656052517116,0.005290164004171855,0.008544528740284173
CR,0.006315984324532442,0.006319999412768439,0.006425895658718325,0.006718754590736601,0.0068847143177954385,0.010506093364086587,0.01700251407131544,0.01372520406072802,0.007364586849049269,0.001227416304709389,0.009488587599135975,0.007095138553420402
SUBJ,0.004144061865145849,0.004252712784018088,0.004196794727289352,0.004182198357519004,0.0022386617375011533,0.012747029810124183,0.01339804091655679,0.0019057093316362666,0.0030084820668403144,0.0017848976750769242,0.0025286605369808242,0.003196084033901889
MPQA,0.002335488216248962,0.001969717680993578,0.0030774377662569287,0.006888406026243012,0.005141441026939662,0.02088232108229129,0.014144177748372698,0.0033659713830762805,0.004525345163518953,0.007013346873446341,0.007085018439372208,0.003910778982183908
SST2,0.001224722048007617,0.00025493881169882883,0.0013826366846306423,0.0019376977927242247,0.006020386519013238,0.012928669212437112,0.005140722554366134,0.008577087164374489,0.005283673248053891,0.0014893238790437057,0.009696336780151549,0.008928639408592058
TREC,0.004720538696589372,0.004867579250393728,0.004966741301197668,0.005161082378330464,0.005404245124397109,0.011225385745946989,0.010900577179536167,0.008685517652734348,0.009256423770573565,0.027819229051600596,0.023804997493012982,0.004996187135139901
MRPC,0.004202032529959091,0.004092553811821084,0.004007968350835758,0.003274588278554214,0.004660090887571933,0.008535997154088653,0.010045503407670424,0.0045334682070677125,0.002164648187378278,0.0031516419768756326,0.0039173659616022274,0.0039381043021574766
NLI,0.00037145658570737175,0.00036823863740084115,0.00033895515248772443,0.00028516146552348345,0.0003018488349205659,0.0005881715408346132,0.013086145936096829,0.005129207452612984,0.004951549017643768,0.0017257505063255692,0.0005351806833534264,0.0004014917679695674
