,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22
MR,0.006179357790892173,0.006062967823214734,0.004367604286892896,0.00246804238316974,0.0012280224251742331,0.001503218318700745,0.0008317344802251539,0.0023422678829707784,0.001434802513855188,0.0006889933617616769,0.0007805475463013638,0.00381746545353605,0.004330800344901431,0.0069626143451823625,0.005676834951874014,0.0031172557644312147,0.0035441130699157036,0.005647255691127061,0.006826571707748191,0.005646174132944731,0.005052242196759282,0.004441553616792645
CR,0.0005651967013890834,0.0008907966234258395,0.0007123951353619272,0.0005739164870178511,0.0007205790057106779,0.0005114576534959236,0.0007232287220695466,0.0005550256394392449,0.0002327167029247589,0.00026192908670421677,0.0007639730831476602,0.0015604380605773844,0.0012400387555584174,0.0018208519269211191,0.0014071533452705814,0.00040332774034518363,0.0006189939638479882,0.0014911124699508078,0.0018892738507969046,0.00115146741055969,0.000599076232610017,0.0007570141884930827
SUBJ,0.001674520687573426,0.002433350307490943,0.0030629938387425667,0.0006406192125761611,0.0006404491709291744,0.0006414228500446378,0.0015797443008814945,0.0007876067907868999,0.000602610061088457,0.0009057887612777537,0.0007649352365378145,0.001072714653063709,0.0010351264390574778,0.0009727429271782869,0.000886276722420146,0.001852190665384415,0.0015034350936619747,0.0016083258773288722,0.0018492759006833329,0.0023637563611841376,0.0033621523772880075,0.0011033877324777475
MPQA,0.006895421662972286,0.007939973785147509,0.006565926812550274,0.005910237581724073,0.008318069628068775,0.007708987781977579,0.003694431207488284,0.0010956782452019307,0.0006129340871215628,0.0010283875564064844,0.0007950003840108522,0.0005102932949879722,0.0003750218351599983,0.0015027996916863059,0.0006347470814885449,0.007835936471193537,0.006577497145968021,0.006999525058291306,0.007327720051869395,0.0069025678711500124,0.006077811434685975,0.005592036521012543
SST2,0.03448637225481469,0.09860938490869456,0.020924833965709117,0.0034776277005594096,0.00823613784758713,0.0054492397729271475,0.009443427531182465,0.012368723315502912,0.011187129017362268,0.010873416537622934,0.006203997423533605,0.005170834696509668,0.006041081657536173,0.008829150380951646,0.003311148687047554,0.013583511938258977,0.013123208127375661,0.013303494274219663,0.013532416653623014,0.013079550155494163,0.012559917995708828,0.011927375364171725
TREC,0.0005304829608603279,0.00032482935184135136,0.00037814545664563285,0.0006048402169357161,0.0002462820948036797,0.00023886237889243243,0.00020352228205086176,0.00025335157633943155,0.0002056988252370538,0.0003123324236277488,0.0006687442218697021,0.001707079061196214,0.0023098511172661147,0.0026458461259436113,0.003961156058289574,0.0026003787888050083,0.0023061848028794007,0.0020441333874673686,0.0020994360585287752,0.0012437780382270477,0.0003909719969529408,0.0005827491148965872
MRPC,0.0010340794295706582,0.000949978703059821,0.0009888746554062335,0.0007103638488319894,0.000755662127991047,0.0007735302227131387,0.00044077023983232576,0.0004534235750295942,0.00071822891098561,0.0005710351226980634,0.000677118157060001,0.00038828878555474867,0.000290602986091833,0.0005485449077904351,0.0011749824426249022,0.0008660021049541091,0.0006971359722508628,0.0009608586690709994,0.0013772331429790232,0.0010974723908080864,0.0017146870940322049,0.0013680167899314678
NLI,0.07730837594386851,0.0332211754640221,0.004437358324143663,0.0061260743521748835,0.008009258720436454,0.008628796638217882,0.01007880667761651,0.011281177087119077,0.01173543372627083,0.00936531163024453,0.007810896247308812,0.0067347631259083345,0.005041892657698708,0.003922585611592001,0.010666847878972017,0.0007294861087005398,0.003121921204402999,0.005386052496352619,0.005772737617614876,0.00567500876687736,0.006466263189708794,0.00639875773928639
