,model,pooling,type_pooling,agg,layer,epochs,out_vec_size,qtd_layers,nhid,params,best_layers,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,avg_tasks
0,bert-base,CLS_IN-TASK,simple,CLS,IN-TASK,4,768,12,0,,cnn_1d_default-avg,82.29,87.42,95.98,88.74,86.77,90.8,71.25,86.17857142857143
1,bert-base,AVG_IN-TASK,simple,AVG,IN-TASK,4,768,12,0,,cnn_1d_default-avg,81.41,86.54,95.58,88.51,86.16,92.0,73.62,86.25999999999999
2,bert-base,AVG-NS_IN-TASK,simple-ns,AVG-NS,IN-TASK,4,768,12,0,,cnn_1d_default-avg,80.23,83.71,94.78,87.87,85.39,88.4,71.88,84.60857142857142
3,bert-base,CLS+AVG_IN-TASK,two-tokens,CLS+AVG,IN-TASK,4,1536,12,0,,cnn_1d_default-avg,82.35,86.81,96.0,88.52,87.2,93.0,73.62,86.78571428571426
4,bert-base,CLS+AVG-NS_IN-TASK,two-tokens,CLS+AVG-NS,IN-TASK,4,1536,12,0,,cnn_1d_default-avg,82.11,85.4,95.72,87.84,87.81,92.0,70.49,85.91000000000001
5,bert-base,AVG+AVG-NS_IN-TASK,two-tokens,AVG+AVG-NS,IN-TASK,4,1536,12,0,,cnn_1d_default-avg,80.97,84.69,95.19,87.72,86.55,90.6,73.97,85.67
6,bert-base,CLS+AVG+AVG-NS_IN-TASK,three-tokens,CLS+AVG+AVG-NS,IN-TASK,4,2304,12,0,,cnn_1d_default-avg,82.24,85.93,95.74,87.76,87.48,92.4,72.75,86.32857142857144
7,bert-base,CLS_LOO-SENTEVAL,simple,CLS,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,82.16,87.44,96.05,88.63,86.71,91.4,71.01,86.2
8,bert-base,AVG_LOO-SENTEVAL,simple,AVG,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,80.84,86.46,95.67,88.54,86.44,93.0,74.2,86.45000000000002
9,bert-base,AVG-NS_LOO-SENTEVAL,simple-ns,AVG-NS,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,79.77,83.71,94.94,87.87,85.01,89.6,71.13,84.57571428571428
10,bert-base,CLS+AVG_LOO-SENTEVAL,two-tokens,CLS+AVG,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,82.44,86.73,96.05,88.5,87.15,94.0,74.78,87.09285714285714
11,bert-base,CLS+AVG-NS_LOO-SENTEVAL,two-tokens,CLS+AVG-NS,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,82.08,85.54,95.79,87.96,87.64,92.8,72.29,86.29999999999998
12,bert-base,AVG+AVG-NS_LOO-SENTEVAL,two-tokens,AVG+AVG-NS,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,80.38,85.06,95.28,87.9,86.22,92.4,72.12,85.62285714285714
13,bert-base,CLS+AVG+AVG-NS_LOO-SENTEVAL,three-tokens,CLS+AVG+AVG-NS,LOO-SENTEVAL,4,2304,12,0,,cnn_1d_default-avg,81.97,86.04,95.94,87.65,87.81,93.6,73.1,86.58714285714287
14,bert-base,CLS_AVG-SENTEVAL,simple,CLS,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,82.07,87.34,96.1,88.7,86.71,90.8,71.3,86.14571428571426
15,bert-base,AVG_AVG-SENTEVAL,simple,AVG,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,80.88,86.54,95.67,88.6,86.49,92.8,73.97,86.42142857142858
16,bert-base,AVG-NS_AVG-SENTEVAL,simple-ns,AVG-NS,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-avg,79.77,83.52,94.9,87.83,85.34,90.2,72.0,84.79428571428572
17,bert-base,CLS+AVG_AVG-SENTEVAL,two-tokens,CLS+AVG,AVG-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,82.41,86.92,96.04,88.65,87.48,93.8,74.14,87.06285714285714
18,bert-base,CLS+AVG-NS_AVG-SENTEVAL,two-tokens,CLS+AVG-NS,AVG-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,81.95,85.41,95.83,87.81,87.7,92.2,72.46,86.19428571428571
19,bert-base,AVG+AVG-NS_AVG-SENTEVAL,two-tokens,AVG+AVG-NS,AVG-SENTEVAL,4,1536,12,0,,cnn_1d_default-avg,80.49,84.85,95.3,87.81,86.16,92.0,72.99,85.65714285714286
20,bert-base,CLS+AVG+AVG-NS_AVG-SENTEVAL,three-tokens,CLS+AVG+AVG-NS,AVG-SENTEVAL,4,2304,12,0,,cnn_1d_default-avg,82.03,85.99,95.99,87.71,87.75,93.0,71.83,86.32857142857144
21,bert-base,CLS_NLI,simple,CLS,NLI,4,768,12,0,,cnn_1d_default-avg,81.06,85.83,95.57,88.12,85.45,91.0,68.29,85.04571428571428
22,bert-base,AVG_NLI,simple,AVG,NLI,4,768,12,0,,cnn_1d_default-avg,81.52,86.25,95.35,88.17,85.78,94.4,73.57,86.4342857142857
23,bert-base,AVG-NS_NLI,simple-ns,AVG-NS,NLI,4,768,12,0,,cnn_1d_default-avg,80.74,84.45,95.02,87.35,84.95,91.0,71.13,84.94857142857143
24,bert-base,CLS+AVG_NLI,two-tokens,CLS+AVG,NLI,4,1536,12,0,,cnn_1d_default-avg,81.74,85.8,95.87,88.28,87.59,94.8,75.65,87.1042857142857
25,bert-base,CLS+AVG-NS_NLI,two-tokens,CLS+AVG-NS,NLI,4,1536,12,0,,cnn_1d_default-avg,81.69,85.11,95.74,87.82,86.71,93.4,72.64,86.15857142857143
26,bert-base,AVG+AVG-NS_NLI,two-tokens,AVG+AVG-NS,NLI,4,1536,12,0,,cnn_1d_default-avg,81.2,85.48,95.04,87.67,86.49,92.6,73.1,85.94000000000001
27,bert-base,CLS+AVG+AVG-NS_NLI,three-tokens,CLS+AVG+AVG-NS,NLI,4,2304,12,0,,cnn_1d_default-avg,81.77,85.49,95.77,87.71,87.15,94.2,74.72,86.68714285714286
28,bert-base,CLS_LOO-SENTEVAL-NLI,simple,CLS,LOO-SENTEVAL-NLI,4,768,12,0,,cnn_1d_default-avg,82.08,87.21,95.95,88.53,86.33,92.0,71.19,86.1842857142857
29,bert-base,AVG_LOO-SENTEVAL-NLI,simple,AVG,LOO-SENTEVAL-NLI,4,768,12,0,,cnn_1d_default-avg,80.94,86.52,95.67,88.66,86.38,92.4,73.04,86.22999999999999
30,bert-base,AVG-NS_LOO-SENTEVAL-NLI,simple-ns,AVG-NS,LOO-SENTEVAL-NLI,4,768,12,0,,cnn_1d_default-avg,79.77,83.74,94.96,87.92,85.12,90.8,71.65,84.85142857142856
31,bert-base,CLS+AVG_LOO-SENTEVAL-NLI,two-tokens,CLS+AVG,LOO-SENTEVAL-NLI,4,1536,12,0,,cnn_1d_default-avg,82.29,86.47,96.16,88.51,87.86,94.2,74.61,87.15714285714286
32,bert-base,CLS+AVG-NS_LOO-SENTEVAL-NLI,two-tokens,CLS+AVG-NS,LOO-SENTEVAL-NLI,4,1536,12,0,,cnn_1d_default-avg,81.88,85.54,95.84,87.86,87.59,93.0,72.0,86.24428571428572
33,bert-base,AVG+AVG-NS_LOO-SENTEVAL-NLI,two-tokens,AVG+AVG-NS,LOO-SENTEVAL-NLI,4,1536,12,0,,cnn_1d_default-avg,80.56,85.09,95.21,87.84,86.11,92.2,73.8,85.83000000000001
34,bert-base,CLS+AVG+AVG-NS_LOO-SENTEVAL-NLI,three-tokens,CLS+AVG+AVG-NS,LOO-SENTEVAL-NLI,4,2304,12,0,,cnn_1d_default-avg,82.11,86.12,95.97,87.58,88.25,92.8,74.14,86.71000000000001
35,bert-base,CLS_AVG-ALL,simple,CLS,AVG-ALL,4,768,12,0,,cnn_1d_default-avg,82.12,87.34,95.99,88.61,86.82,92.0,70.55,86.2042857142857
36,bert-base,AVG_AVG-ALL,simple,AVG,AVG-ALL,4,768,12,0,,cnn_1d_default-avg,80.99,86.46,95.71,88.69,86.44,92.2,73.28,86.25285714285714
37,bert-base,AVG-NS_AVG-ALL,simple-ns,AVG-NS,AVG-ALL,4,768,12,0,,cnn_1d_default-avg,79.81,83.71,94.88,87.88,85.23,89.4,71.71,84.66
38,bert-base,CLS+AVG_AVG-ALL,two-tokens,CLS+AVG,AVG-ALL,4,1536,12,0,,cnn_1d_default-avg,82.18,86.6,96.21,88.49,87.92,94.2,72.64,86.89142857142858
39,bert-base,CLS+AVG-NS_AVG-ALL,two-tokens,CLS+AVG-NS,AVG-ALL,4,1536,12,0,,cnn_1d_default-avg,82.06,85.54,95.81,87.74,87.64,92.6,72.58,86.28142857142858
40,bert-base,AVG+AVG-NS_AVG-ALL,two-tokens,AVG+AVG-NS,AVG-ALL,4,1536,12,0,,cnn_1d_default-avg,80.67,84.95,95.28,87.84,86.33,91.8,73.39,85.75142857142858
41,bert-base,CLS+AVG+AVG-NS_AVG-ALL,three-tokens,CLS+AVG+AVG-NS,AVG-ALL,4,2304,12,0,,cnn_1d_default-avg,82.06,85.88,95.94,87.62,87.97,93.8,73.16,86.63285714285713
42,deberta-base,CLS_IN-TASK,simple,CLS,IN-TASK,4,768,12,0,,cnn_1d_default-cls,84.8,80.27,95.08,87.61,87.97,65.8,69.8,81.61857142857143
43,deberta-base,AVG_IN-TASK,simple,AVG,IN-TASK,4,768,12,0,,cnn_1d_default-cls,87.5,91.42,95.93,90.55,92.15,95.8,76.52,89.98142857142857
44,deberta-base,AVG-NS_IN-TASK,simple-ns,AVG-NS,IN-TASK,4,768,12,0,,cnn_1d_default-cls,87.19,90.7,95.72,90.11,92.26,95.4,76.17,89.64999999999999
45,deberta-base,CLS+AVG_IN-TASK,two-tokens,CLS+AVG,IN-TASK,4,1536,12,0,,cnn_1d_default-cls,87.31,91.44,95.89,90.6,92.31,95.2,76.93,89.95428571428572
46,deberta-base,CLS+AVG-NS_IN-TASK,two-tokens,CLS+AVG-NS,IN-TASK,4,1536,12,0,,cnn_1d_default-cls,87.03,90.73,95.78,90.16,91.98,95.0,76.41,89.5842857142857
47,deberta-base,AVG+AVG-NS_IN-TASK,two-tokens,AVG+AVG-NS,IN-TASK,4,1536,12,0,,cnn_1d_default-cls,86.98,90.99,95.67,90.18,92.53,95.4,75.65,89.62857142857142
48,deberta-base,CLS+AVG+AVG-NS_IN-TASK,three-tokens,CLS+AVG+AVG-NS,IN-TASK,4,2304,12,0,,cnn_1d_default-cls,86.97,91.23,95.76,90.14,92.09,94.8,76.81,89.68571428571428
49,deberta-base,CLS_LOO-SENTEVAL,simple,CLS,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,84.65,88.35,94.73,87.57,89.24,68.6,71.54,83.52571428571427
50,deberta-base,AVG_LOO-SENTEVAL,simple,AVG,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,87.43,91.37,96.07,90.84,92.53,95.0,73.51,89.53571428571429
51,deberta-base,AVG-NS_LOO-SENTEVAL,simple-ns,AVG-NS,LOO-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,87.22,91.15,96.04,90.28,92.37,94.6,73.62,89.3257142857143
52,deberta-base,CLS+AVG_LOO-SENTEVAL,two-tokens,CLS+AVG,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-cls,87.3,91.42,96.25,90.93,92.37,96.0,74.03,89.75714285714285
53,deberta-base,CLS+AVG-NS_LOO-SENTEVAL,two-tokens,CLS+AVG-NS,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-cls,87.33,91.07,96.11,90.35,92.86,95.0,74.03,89.53571428571429
54,deberta-base,AVG+AVG-NS_LOO-SENTEVAL,two-tokens,AVG+AVG-NS,LOO-SENTEVAL,4,1536,12,0,,cnn_1d_default-cls,87.28,90.91,95.94,90.26,92.75,93.8,73.97,89.27285714285713
55,deberta-base,CLS+AVG+AVG-NS_LOO-SENTEVAL,three-tokens,CLS+AVG+AVG-NS,LOO-SENTEVAL,4,2304,12,0,,cnn_1d_default-cls,87.06,90.94,95.97,90.2,92.64,95.2,74.55,89.50857142857141
56,deberta-base,CLS_AVG-SENTEVAL,simple,CLS,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,84.85,88.29,94.77,87.44,88.96,72.0,70.9,83.88714285714285
57,deberta-base,AVG_AVG-SENTEVAL,simple,AVG,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,87.32,91.42,96.02,90.85,92.42,95.0,73.74,89.53857142857143
58,deberta-base,AVG-NS_AVG-SENTEVAL,simple-ns,AVG-NS,AVG-SENTEVAL,4,768,12,0,,cnn_1d_default-cls,87.2,91.23,96.02,90.29,92.42,94.4,74.03,89.37
