,model,pooling,type_pooling,agg,layer,epochs,out_vec_size,qtd_layers,nhid,params,best_layers,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,avg_tasks
0,modern-bert-base,CLS_IN-TASK,simple,CLS,IN-TASK,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,73.45,78.96,91.45,80.15,75.46,50.92,69.97,74.33714285714287
1,modern-bert-base,AVG_IN-TASK,simple,AVG,IN-TASK,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.2,84.32,93.14,84.21,81.54,65.96,68.08,79.35
2,modern-bert-base,AVG-NS_IN-TASK,simple-ns,AVG-NS,IN-TASK,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.67,84.18,93.15,85.12,82.8,73.24,68.52,80.81142857142858
3,modern-bert-base,CLS+AVG_IN-TASK,two-tokens,CLS+AVG,IN-TASK,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.21,82.7,93.34,83.36,80.16,63.55,67.79,78.30142857142857
4,modern-bert-base,CLS+AVG-NS_IN-TASK,two-tokens,CLS+AVG-NS,IN-TASK,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.77,83.41,93.54,84.76,81.08,66.27,67.86,79.24142857142856
5,modern-bert-base,AVG+AVG-NS_IN-TASK,two-tokens,AVG+AVG-NS,IN-TASK,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.26,84.04,93.04,84.74,81.65,67.85,67.79,79.62428571428572
6,modern-bert-base,CLS+AVG+AVG-NS_IN-TASK,three-tokens,CLS+AVG+AVG-NS,IN-TASK,4,2304,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.68,83.05,93.27,84.2,80.62,64.45,67.52,78.6842857142857
7,modern-bert-base,CLS_LOO-SENTEVAL,simple,CLS,LOO-SENTEVAL,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,73.44,79.16,91.61,80.05,74.2,51.23,70.29,74.28285714285714
8,modern-bert-base,AVG_LOO-SENTEVAL,simple,AVG,LOO-SENTEVAL,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.18,84.5,93.03,84.15,81.65,66.25,68.35,79.44428571428571
9,modern-bert-base,AVG-NS_LOO-SENTEVAL,simple-ns,AVG-NS,LOO-SENTEVAL,4,768,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.65,84.18,93.14,85.09,81.88,73.15,68.97,80.72285714285715
10,modern-bert-base,CLS+AVG_LOO-SENTEVAL,two-tokens,CLS+AVG,LOO-SENTEVAL,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.28,82.72,93.28,82.73,79.24,63.02,67.62,77.98428571428572
11,modern-bert-base,CLS+AVG-NS_LOO-SENTEVAL,two-tokens,CLS+AVG-NS,LOO-SENTEVAL,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.89,83.34,93.55,84.71,80.85,64.69,67.79,78.97428571428573
12,modern-bert-base,AVG+AVG-NS_LOO-SENTEVAL,two-tokens,AVG+AVG-NS,LOO-SENTEVAL,4,1536,22,0,None,dynamic_layer_weighted_mean-cls_avg,78.24,84.09,93.0,84.63,80.62,67.7,67.84,79.44571428571429
13,modern-bert-base,CLS+AVG+AVG-NS_LOO-SENTEVAL,three-tokens,CLS+AVG+AVG-NS,LOO-SENTEVAL,4,2304,22,0,None,dynamic_layer_weighted_mean-cls_avg,77.77,82.95,93.25,84.11,79.7,65.19,67.59,78.65142857142857
