,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22
MR,0.09306045330556474,0.05220763537584113,0.03683656046822342,0.024903468864668078,0.03904311794805315,0.022521289217166975,0.031881873704338294,0.026625846410217646,0.018456238616271926,0.019786483758319946,0.033975440074117014,0.04044054782684914,0.03074094017237408,0.002928759217362842,0.03303582152083295,0.014371612893989447,0.008740187767306848,0.004859589104534133,0.0056408268580420634,0.007298596313338204,0.007152453423254616,0.0021968953895389956
CR,0.0075879397790830335,0.00985547748668729,0.011865016301403113,0.01245102894604937,0.0081388804955385,0.0056231931254477575,0.004140173275582493,0.004155834776884084,0.008308075727277243,0.011628613581777325,0.013599953071205774,0.010623017549401165,0.009334190637514497,0.005960928565604378,0.007723789353558667,0.004163950231069903,0.008462012621675374,0.0096010827796159,0.006964044942209149,0.009675848615828908,0.010028396291259576,0.010481947247753734
SUBJ,0.025817067681026207,0.019338127888057513,0.017847259552882612,0.011974996411800958,0.011578258915703668,0.020799144434346887,0.018496771185142577,0.009987091611002495,0.0077124294816117815,0.01065632077383223,0.0066835361461078,0.022625434781438733,0.017323446441886426,0.009080913830930962,0.012114502581508316,0.03246442445052061,0.011237125214818885,0.005597927675380757,0.009868235061655817,0.01695031116600801,0.014675316283577794,0.012471274406614828
MPQA,0.11730544173812986,0.04219492124910365,0.016392788557070617,0.017686348919490717,0.005049004052325183,0.015655331818459493,0.037660277374000586,0.009712959497454132,0.031065378280792835,0.007117766521976752,0.014461579096617803,0.008984334241723393,0.0056825989234261945,0.006036567864059438,0.008658545181762048,0.00620615569070413,0.002875855667555647,0.002271498054427437,0.004696292316583356,0.005690322570650157,0.00421227515391888,0.0030328969936735764
SST2,0.03024693499733637,0.07863690321883886,0.008092182663508718,0.01381062358090939,0.01601599830923682,0.043516179759676636,0.01961654452000182,0.009383929025756178,0.01395185467141385,0.02099311382807516,0.011256948690766594,0.008413860044613088,0.012526711987436637,0.015198462643414977,0.00474229808749603,0.006619917713494363,0.0075239836232067385,0.002491808647492266,0.0018215396992298503,0.003752305626523202,0.004465665073750912,0.0027917131490951437
TREC,0.07127272781957388,0.040421409784044376,0.029280072446499668,0.004197139307255229,0.021120100772006458,0.01408487169668272,0.0034411590278381125,0.00720707086498319,0.010745102218994676,0.006865608359613693,0.014250560424028823,0.01771104169141791,0.015915268915051264,0.008907450788323834,0.005629953170935571,0.04749546330291481,0.02814645304795024,0.010941777259282606,0.016679138419114864,0.020409724239111828,0.020741481050043666,0.013501727016399564
MRPC,0.016943355752893855,0.013755304034834256,0.021118199444886472,0.009305435914055154,0.012329562800343925,0.007847072899099408,0.004202264905000278,0.01313628021750873,0.012033947070367028,0.009341656785431626,0.014352275753811854,0.011883606583430755,0.0069275892170764,0.009419014540329087,0.015635817577397394,0.008151561504319697,0.01022725355606156,0.010307776767130468,0.007805480240952238,0.0027713934635131233,0.002758180740336062,0.0030065252998288435
NLI,0.013827292744055088,0.018452896923975923,0.007679309759031382,0.011108693832538968,0.01329729910773476,0.007415828704935213,0.01604755762080659,0.00836884429338848,0.006281346506213051,0.02353511324807115,0.011068502835429811,0.00781263638936343,0.034015501555671956,0.015931261328683173,0.01254785702914292,0.007806668169161122,0.008447338830054964,0.0040326675079837716,0.002646763368339486,0.0063700009427186104,0.003243455980243201,0.0027482908551299664
